Time,PV
12/11/2023 15:49,1560
12/11/2023 15:49,1566
12/11/2023 15:49,1547
12/11/2023 15:49,1548
12/11/2023 15:49,1547
12/11/2023 15:49,1560
12/11/2023 15:49,1566
12/11/2023 15:49,1548
12/11/2023 15:49,1558
12/11/2023 15:49,1541
12/11/2023 15:49,1563
12/11/2023 15:49,1563
12/11/2023 15:49,1548
12/11/2023 15:49,1561
12/11/2023 15:49,1539
12/11/2023 15:49,1562
12/11/2023 15:49,1562
12/11/2023 15:49,1587
12/11/2023 15:49,1581
12/11/2023 15:49,1566
12/11/2023 15:49,1583
12/11/2023 15:49,1581
12/11/2023 15:49,1601
12/11/2023 15:49,1615
12/11/2023 15:49,1621
12/11/2023 15:49,1622
12/11/2023 15:49,1638
12/11/2023 15:49,1648
12/11/2023 15:49,1633
12/11/2023 15:49,1614
12/11/2023 15:49,1460
12/11/2023 15:49,1457
12/11/2023 15:49,1439
12/11/2023 15:49,1421
12/11/2023 15:50,1366
12/11/2023 15:50,1366
12/11/2023 15:50,1330
12/11/2023 15:50,1293
12/11/2023 15:50,1294
12/11/2023 15:50,1239
12/11/2023 15:50,1239
12/11/2023 15:50,1203
12/11/2023 15:50,1166
12/11/2023 15:50,1166
12/11/2023 15:50,1112
12/11/2023 15:50,1210
12/11/2023 15:50,1268
12/11/2023 15:50,1326
12/11/2023 15:50,1383
12/11/2023 15:50,1422
12/11/2023 15:50,1518
12/11/2023 15:50,1633
12/11/2023 15:50,1615
12/11/2023 15:50,1612
12/11/2023 15:50,1634
12/11/2023 15:50,1634
12/11/2023 15:50,1639
12/11/2023 15:50,1651
12/11/2023 15:50,1641
12/11/2023 15:50,1624
12/11/2023 15:50,1634
12/11/2023 15:50,1639
12/11/2023 15:50,1651
12/11/2023 15:50,1647
12/11/2023 15:50,1630
12/11/2023 15:50,1627
12/11/2023 15:50,1642
12/11/2023 15:50,1650
12/11/2023 15:50,1649
12/11/2023 15:50,1634
12/11/2023 15:50,1624
12/11/2023 15:50,1646
12/11/2023 15:50,1656
12/11/2023 15:50,1656
12/11/2023 15:50,1666
12/11/2023 15:50,1683
12/11/2023 15:50,1695
12/11/2023 15:50,1699
12/11/2023 15:50,1704
12/11/2023 15:50,1722
12/11/2023 15:50,1735
12/11/2023 15:50,1735
12/11/2023 15:50,1717
12/11/2023 15:50,1735
12/11/2023 15:50,1710
12/11/2023 15:50,1735
12/11/2023 15:50,1733
12/11/2023 15:50,1717
12/11/2023 15:50,1733
12/11/2023 15:50,1707
12/11/2023 15:50,1733
12/11/2023 15:50,1730
12/11/2023 15:50,1744
12/11/2023 15:50,1763
12/11/2023 15:50,1770
12/11/2023 15:50,1771
12/11/2023 15:50,1781
12/11/2023 15:50,1799
12/11/2023 15:50,1812
12/11/2023 15:50,1816
12/11/2023 15:50,1818
12/11/2023 15:50,1801
12/11/2023 15:50,1820
12/11/2023 15:50,1802
12/11/2023 15:50,1781
12/11/2023 15:50,1781
12/11/2023 15:50,1815
12/11/2023 15:50,1788
12/11/2023 15:50,1805
12/11/2023 15:50,1806
12/11/2023 15:50,1819
12/11/2023 15:51,1806
12/11/2023 15:51,1823
12/11/2023 15:51,1817
12/11/2023 15:51,1837
12/11/2023 15:51,1852
12/11/2023 15:51,1859
12/11/2023 15:51,1861
12/11/2023 15:51,1873
12/11/2023 15:51,1892
12/11/2023 15:51,1900
12/11/2023 15:51,1904
12/11/2023 15:51,1909
12/11/2023 15:51,1896
12/11/2023 15:51,1879
12/11/2023 15:51,1900
12/11/2023 15:51,1898
12/11/2023 15:51,1909
12/11/2023 15:51,1886
12/11/2023 15:51,1885
12/11/2023 15:51,1893
12/11/2023 15:51,1895
12/11/2023 15:51,1917
12/11/2023 15:51,1926
12/11/2023 15:51,1929
12/11/2023 15:51,1936
12/11/2023 15:51,1953
12/11/2023 15:51,1968
12/11/2023 15:51,1973
12/11/2023 15:51,1975
12/11/2023 15:51,1991
12/11/2023 15:51,1995
12/11/2023 15:51,1972
12/11/2023 15:51,1776
12/11/2023 15:51,1710
12/11/2023 15:51,1710
12/11/2023 15:51,1665
12/11/2023 15:51,1621
12/11/2023 15:51,1621
12/11/2023 15:51,1554
12/11/2023 15:51,1532
12/11/2023 15:51,1510
12/11/2023 15:51,1465
12/11/2023 15:51,1466
12/11/2023 15:51,1399
12/11/2023 15:51,1377
12/11/2023 15:51,1355
12/11/2023 15:51,1288
12/11/2023 15:51,1288
12/11/2023 15:51,1244
12/11/2023 15:51,1222
12/11/2023 15:51,1199
12/11/2023 15:51,1133
12/11/2023 15:51,1369
12/11/2023 15:51,1485
12/11/2023 15:51,1578
12/11/2023 15:51,1717
12/11/2023 15:51,1833
12/11/2023 15:51,1949
12/11/2023 15:51,1947
12/11/2023 15:51,1966
12/11/2023 15:51,1970
12/11/2023 15:51,1990
12/11/2023 15:51,1990
12/11/2023 15:51,1994
12/11/2023 15:51,1980
12/11/2023 15:51,1966
12/11/2023 15:51,1990
12/11/2023 15:51,1990
12/11/2023 15:51,1995
12/11/2023 15:51,1984
12/11/2023 15:51,1965
12/11/2023 15:51,1987
12/11/2023 15:51,1984
12/11/2023 15:51,2008
12/11/2023 15:51,2008
12/11/2023 15:51,2027
12/11/2023 15:52,2027
12/11/2023 15:52,2035
12/11/2023 15:52,2052
12/11/2023 15:52,2067
12/11/2023 15:52,2070
12/11/2023 15:52,2076
12/11/2023 15:52,2057
12/11/2023 15:52,2055
12/11/2023 15:52,2062
12/11/2023 15:52,2070
12/11/2023 15:52,2075
12/11/2023 15:52,2057
12/11/2023 15:52,2057
12/11/2023 15:52,2070
12/11/2023 15:52,2063
12/11/2023 15:52,2074
12/11/2023 15:52,2094
12/11/2023 15:52,2100
12/11/2023 15:52,2103
12/11/2023 15:52,2114
12/11/2023 15:52,2131
12/11/2023 15:52,2142
12/11/2023 15:52,2145
12/11/2023 15:52,2151
12/11/2023 15:52,2162
12/11/2023 15:52,2151
12/11/2023 15:52,2138
12/11/2023 15:52,2143
12/11/2023 15:52,2150
12/11/2023 15:52,2162
12/11/2023 15:52,2156
12/11/2023 15:52,2142
12/11/2023 15:52,2139
12/11/2023 15:52,2153
12/11/2023 15:52,1960
12/11/2023 15:52,1815
12/11/2023 15:52,1718
12/11/2023 15:52,1597
12/11/2023 15:52,1525
12/11/2023 15:52,1404
12/11/2023 15:52,1283
12/11/2023 15:52,1210
12/11/2023 15:52,1386
12/11/2023 15:52,1638
12/11/2023 15:52,1839
12/11/2023 15:52,2041
12/11/2023 15:52,2139
12/11/2023 15:52,2159
12/11/2023 15:52,2163
12/11/2023 15:52,2142
12/11/2023 15:52,2135
12/11/2023 15:52,2137
12/11/2023 15:52,2160
12/11/2023 15:52,2162
12/11/2023 15:52,2141
12/11/2023 15:52,2137
12/11/2023 15:52,2139
12/11/2023 15:52,2162
12/11/2023 15:52,2162
12/11/2023 15:52,2142
12/11/2023 15:52,2108
12/11/2023 15:52,2083
12/11/2023 15:52,2033
12/11/2023 15:52,2033
12/11/2023 15:52,1957
12/11/2023 15:52,1932
12/11/2023 15:52,1907
12/11/2023 15:52,1832
12/11/2023 15:52,1832
12/11/2023 15:52,1782
12/11/2023 15:52,1731
12/11/2023 15:52,1731
12/11/2023 15:52,1656
12/11/2023 15:52,1631
12/11/2023 15:52,1606
12/11/2023 15:52,1556
12/11/2023 15:53,1556
12/11/2023 15:53,1481
12/11/2023 15:53,1456
12/11/2023 15:53,1430
12/11/2023 15:53,1355
12/11/2023 15:53,1355
12/11/2023 15:53,1305
12/11/2023 15:53,1255
12/11/2023 15:53,1255
12/11/2023 15:53,1180
12/11/2023 15:53,1180
12/11/2023 15:53,1129
12/11/2023 15:53,1109
12/11/2023 15:53,1159
12/11/2023 15:53,1260
12/11/2023 15:53,1386
12/11/2023 15:53,1512
12/11/2023 15:53,1638
12/11/2023 15:53,1738
12/11/2023 15:53,1864
12/11/2023 15:53,1990
12/11/2023 15:53,2091
12/11/2023 15:53,2150
12/11/2023 15:53,2130
12/11/2023 15:53,2150
12/11/2023 15:53,2152
12/11/2023 15:53,2162
12/11/2023 15:53,2141
12/11/2023 15:53,2140
12/11/2023 15:53,2153
12/11/2023 15:53,2150
12/11/2023 15:53,2155
12/11/2023 15:53,2149
12/11/2023 15:53,2131
12/11/2023 15:53,2139
12/11/2023 15:53,2145
12/11/2023 15:53,2156
12/11/2023 15:53,2152
12/11/2023 15:53,2134
12/11/2023 15:53,2135
12/11/2023 15:53,2148
12/11/2023 15:53,2156
12/11/2023 15:53,2154
12/11/2023 15:53,2139
12/11/2023 15:53,2133
12/11/2023 15:53,2151
12/11/2023 15:53,2153
12/11/2023 15:53,2125
12/11/2023 15:53,2122
12/11/2023 15:53,2129
12/11/2023 15:53,2117
12/11/2023 15:53,2132
12/11/2023 15:53,2130
12/11/2023 15:53,2145
12/11/2023 15:53,2133
12/11/2023 15:53,2143
12/11/2023 15:53,2147
12/11/2023 15:53,2100
12/11/2023 15:53,2075
12/11/2023 15:53,2122
12/11/2023 15:53,2122
12/11/2023 15:53,2121
12/11/2023 15:53,2137
12/11/2023 15:53,2139
12/11/2023 15:53,2116
12/11/2023 15:53,2136
12/11/2023 15:53,2113
12/11/2023 15:53,2136
12/11/2023 15:53,2137
12/11/2023 15:53,2084
12/11/2023 15:53,2083
12/11/2023 15:53,2033
12/11/2023 15:53,2008
12/11/2023 15:53,1984
12/11/2023 15:53,1877
12/11/2023 15:53,1827
12/11/2023 15:54,1700
12/11/2023 15:54,1575
12/11/2023 15:54,1501
12/11/2023 15:54,1402
12/11/2023 15:54,1353
12/11/2023 15:54,1304
12/11/2023 15:54,1230
12/11/2023 15:54,1205
12/11/2023 15:54,1132
12/11/2023 15:54,1082
12/11/2023 15:54,1033
12/11/2023 15:54,935
12/11/2023 15:54,910
12/11/2023 15:54,864
12/11/2023 15:54,840
12/11/2023 15:54,893
12/11/2023 15:54,1042
12/11/2023 15:54,1166
12/11/2023 15:54,1314
12/11/2023 15:54,1463
12/11/2023 15:54,1587
12/11/2023 15:54,1736
12/11/2023 15:54,1884
12/11/2023 15:54,2008
12/11/2023 15:54,2124
12/11/2023 15:54,2105
12/11/2023 15:54,2125
12/11/2023 15:54,2121
12/11/2023 15:54,2074
12/11/2023 15:54,2074
12/11/2023 15:54,2114
12/11/2023 15:54,2089
12/11/2023 15:54,2103
12/11/2023 15:54,2106
12/11/2023 15:54,2119
12/11/2023 15:54,2107
12/11/2023 15:54,2119
12/11/2023 15:54,2119
12/11/2023 15:54,2102
12/11/2023 15:54,2089
12/11/2023 15:54,2112
12/11/2023 15:54,2107
12/11/2023 15:54,2119
12/11/2023 15:54,2103
12/11/2023 15:54,2119
12/11/2023 15:54,2098
12/11/2023 15:54,2050
12/11/2023 15:54,2050
12/11/2023 15:54,2094
12/11/2023 15:54,2090
12/11/2023 15:54,2100
12/11/2023 15:54,2107
12/11/2023 15:54,2119
12/11/2023 15:54,2113
12/11/2023 15:54,2111
12/11/2023 15:54,2120
12/11/2023 15:54,2073
12/11/2023 15:54,2017
12/11/2023 15:54,1968
12/11/2023 15:54,1869
12/11/2023 15:54,1845
12/11/2023 15:54,1771
12/11/2023 15:54,1722
12/11/2023 15:54,1672
12/11/2023 15:54,1599
12/11/2023 15:54,1550
12/11/2023 15:54,1501
12/11/2023 15:54,1427
12/11/2023 15:54,1402
12/11/2023 15:54,1328
12/11/2023 15:54,1279
12/11/2023 15:54,1230
12/11/2023 15:54,1132
12/11/2023 15:54,1132
12/11/2023 15:54,1058
12/11/2023 15:54,984
12/11/2023 15:54,960
12/11/2023 15:55,889
12/11/2023 15:55,889
12/11/2023 15:55,938
12/11/2023 15:55,1037
12/11/2023 15:55,1136
12/11/2023 15:55,1235
12/11/2023 15:55,1334
12/11/2023 15:55,1433
12/11/2023 15:55,1532
12/11/2023 15:55,1606
12/11/2023 15:55,1704
12/11/2023 15:55,1803
12/11/2023 15:55,1901
12/11/2023 15:55,2000
12/11/2023 15:55,2074
12/11/2023 15:55,2087
12/11/2023 15:55,2110
12/11/2023 15:55,2103
12/11/2023 15:55,2120
12/11/2023 15:55,2107
12/11/2023 15:55,2119
12/11/2023 15:55,2119
12/11/2023 15:55,2102
12/11/2023 15:55,2089
12/11/2023 15:55,2111
12/11/2023 15:55,2109
12/11/2023 15:55,2091
12/11/2023 15:55,2087
12/11/2023 15:55,2090
12/11/2023 15:55,2101
12/11/2023 15:55,2106
12/11/2023 15:55,2095
12/11/2023 15:55,2076
12/11/2023 15:55,2097
12/11/2023 15:55,2094
12/11/2023 15:55,2074
12/11/2023 15:55,2074
12/11/2023 15:55,2088
12/11/2023 15:55,2075
12/11/2023 15:55,2067
12/11/2023 15:55,2086
12/11/2023 15:55,2094
12/11/2023 15:55,2092
12/11/2023 15:55,2080
12/11/2023 15:55,2094
12/11/2023 15:55,2079
12/11/2023 15:55,2094
12/11/2023 15:55,2096
12/11/2023 15:55,2049
12/11/2023 15:55,2025
12/11/2023 15:55,2068
12/11/2023 15:55,2069
12/11/2023 15:55,2070
12/11/2023 15:55,2085
12/11/2023 15:55,2088
12/11/2023 15:55,2065
12/11/2023 15:55,2085
12/11/2023 15:55,2064
12/11/2023 15:55,2087
12/11/2023 15:55,2086
12/11/2023 15:55,2065
12/11/2023 15:55,2054
12/11/2023 15:55,2067
12/11/2023 15:55,2051
12/11/2023 15:55,2067
12/11/2023 15:55,2066
12/11/2023 15:55,2080
12/11/2023 15:55,2074
12/11/2023 15:55,2054
12/11/2023 15:55,2060
12/11/2023 15:55,2068
12/11/2023 15:55,2051
12/11/2023 15:55,2068
12/11/2023 15:55,2071
12/11/2023 15:55,2001
12/11/2023 15:55,2000
12/11/2023 15:56,2066
12/11/2023 15:56,2040
12/11/2023 15:56,2046
12/11/2023 15:56,2057
12/11/2023 15:56,2040
12/11/2023 15:56,2039
12/11/2023 15:56,2054
12/11/2023 15:56,2040
12/11/2023 15:56,2060
12/11/2023 15:56,2062
12/11/2023 15:56,2008
12/11/2023 15:56,2007
12/11/2023 15:56,1960
12/11/2023 15:56,1936
12/11/2023 15:56,1912
12/11/2023 15:56,1864
12/11/2023 15:56,1864
12/11/2023 15:56,1817
12/11/2023 15:56,1769
12/11/2023 15:56,1769
12/11/2023 15:56,1697
12/11/2023 15:56,1697
12/11/2023 15:56,1649
12/11/2023 15:56,1601
12/11/2023 15:56,1601
12/11/2023 15:56,1554
12/11/2023 15:56,1530
12/11/2023 15:56,1506
12/11/2023 15:56,1458
12/11/2023 15:56,1458
12/11/2023 15:56,1386
12/11/2023 15:56,1362
12/11/2023 15:56,1338
12/11/2023 15:56,1291
12/11/2023 15:56,1267
12/11/2023 15:56,1243
12/11/2023 15:56,1195
12/11/2023 15:56,1195
12/11/2023 15:56,1123
12/11/2023 15:56,1099
12/11/2023 15:56,1075
12/11/2023 15:56,1028
12/11/2023 15:56,1028
12/11/2023 15:56,980
12/11/2023 15:56,956
12/11/2023 15:56,932
12/11/2023 15:56,860
12/11/2023 15:56,860
12/11/2023 15:56,812
12/11/2023 15:56,789
12/11/2023 15:56,789
12/11/2023 15:56,717
12/11/2023 15:56,717
12/11/2023 15:56,669
12/11/2023 15:56,621
12/11/2023 15:56,621
12/11/2023 15:56,574
12/11/2023 15:56,550
12/11/2023 15:56,550
12/11/2023 15:56,478
12/11/2023 15:56,478
12/11/2023 15:56,454
12/11/2023 15:56,454
12/11/2023 15:56,406
12/11/2023 15:56,382
12/11/2023 15:56,382
12/11/2023 15:56,334
12/11/2023 15:56,310
12/11/2023 15:56,262
12/11/2023 15:56,214
12/11/2023 15:56,142
12/11/2023 15:56,95
12/11/2023 15:56,47
12/11/2023 15:56,23
12/11/2023 15:56,0
12/11/2023 15:56,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
12/11/2023 15:57,0
